train_loss,train_accuracy_0,train_accuracy_1,train_accuracy_2,train_accuracy_4,test_loss,test_accuracy_0,test_accuracy_1,test_accuracy_2,test_accuracy_4
3.5897459586461387,0.02106890100056943,0.05157406654193444,0.07264296754250386,0.15041080289595704,"tensor(9.9954, device='cuda:0')",0.04224537037037037,0.05960648148148148,0.13425925925925927,0.20891203703703703
3.337953992187977,0.08338078581306435,0.19726673716749368,0.2828438948995363,0.453835516147401,"tensor(9.5175, device='cuda:0')",0.024305555555555556,0.07523148148148148,0.16145833333333334,0.2505787037037037
3.1201515520612397,0.05100463678516229,0.10827300089481819,0.16773773692345237,0.27706825022370457,"tensor(15.6544, device='cuda:0')",0.02025462962962963,0.10127314814814815,0.18229166666666666,0.27025462962962965
3.112998510400454,0.03831448791995445,0.13682583584153582,0.22769055560074838,0.4208085902546164,"tensor(15.0611, device='cuda:0')",0.00636574074074074,0.0775462962962963,0.15335648148148148,0.24594907407407407
2.8908223683635392,0.068168876596437,0.15211909216627348,0.2315138696819328,0.3802163833075734,"tensor(23.4042, device='cuda:0')",0.03298611111111111,0.10011574074074074,0.1996527777777778,0.34953703703703703
2.254402412722508,0.06279996746115675,0.1472382656796551,0.22614496054665256,0.3510127714959733,"tensor(17.8527, device='cuda:0')",0.05497685185185185,0.16030092592592593,0.1863425925925926,0.2743055555555556
2.2114510585864386,0.06393882697470105,0.15878955503131864,0.21418693565443747,0.3443423086309282,"tensor(16.5272, device='cuda:0')",0.030671296296296297,0.11053240740740741,0.15914351851851852,0.2586805555555556
1.9189182718594868,0.24200764662816238,0.47002359066135196,0.5524282111770926,0.6627348897746685,"tensor(16.6711, device='cuda:0')",0.07060185185185185,0.11689814814814815,0.1724537037037037,0.30439814814814814
1.647996551046769,0.05417717400146425,0.13503619946310907,0.21028227446514278,0.31985682908972585,"tensor(35.4353, device='cuda:0')",0.015625,0.050347222222222224,0.0920138888888889,0.19733796296296297
2.0317745034893355,0.04425282681200683,0.10176523224599365,0.13967298462539657,0.24273977060115512,"tensor(20.7940, device='cuda:0')",0.010416666666666666,0.027777777777777776,0.047453703703703706,0.16782407407407407
2.0472961080571017,0.11559424062474578,0.2302936630602782,0.35483608557715773,0.512730822419263,"tensor(16.6042, device='cuda:0')",0.02025462962962963,0.04861111111111111,0.10590277777777778,0.23842592592592593
1.6714458130300045,0.26494753111526886,0.5192385910680876,0.5831774180427886,0.6332872366387375,"tensor(16.2008, device='cuda:0')",0.013888888888888888,0.050347222222222224,0.10706018518518519,0.2962962962962963
1.4461350788672764,0.11551289351663549,0.2561620434393557,0.31538273814365897,0.381436589929228,"tensor(18.7643, device='cuda:0')",0.05324074074074074,0.16724537037037038,0.24363425925925927,0.36516203703703703
1.438553494711717,0.22028796876271048,0.4007158545513707,0.47173187993166843,0.54112096314976,"tensor(18.4817, device='cuda:0')",0.01678240740740741,0.09606481481481481,0.1568287037037037,0.28530092592592593
1.4025379518667858,0.056861628569104365,0.13365329862523387,0.16879524932888637,0.20889937362726754,"tensor(16.8305, device='cuda:0')",0.00636574074074074,0.029513888888888888,0.05844907407407408,0.1255787037037037
1.4705776783327262,0.08338078581306435,0.20369315870820792,0.28430814284552186,0.41308061498413734,"tensor(19.2399, device='cuda:0')",0.032407407407407406,0.07407407407407407,0.11631944444444445,0.2309027777777778
1.709929579248031,0.10672740584072236,0.20532010087041405,0.2654356137639307,0.322541283657366,"tensor(13.2919, device='cuda:0')",0.04224537037037037,0.10358796296296297,0.13425925925925927,0.18287037037037038
1.3973955263694127,0.07077198405596681,0.18197348084275605,0.2559180021150248,0.38355161474009597,"tensor(12.4053, device='cuda:0')",0.03414351851851852,0.11689814814814815,0.18981481481481483,0.32233796296296297
1.5476197612782319,0.04164971935247702,0.09908077767835353,0.14300821605791914,0.20361181160009761,"tensor(18.3584, device='cuda:0')",0.043402777777777776,0.10069444444444445,0.16782407407407407,0.2222222222222222
1.7758657584587734,0.05450256243390547,0.15374603432847964,0.2191491092491662,0.3176604571707476,"tensor(26.0658, device='cuda:0')",0.017361111111111112,0.06018518518518518,0.0920138888888889,0.31886574074074076
1.5766534619033337,0.6714390303424713,0.8951435776458146,0.9262995200520622,0.9420808590254617,"tensor(14.7718, device='cuda:0')",0.024305555555555556,0.11574074074074074,0.18171296296296297,0.2667824074074074
1.22157513226072,0.3083055397380623,0.5366468722036931,0.5961929553404377,0.6526478483689905,"tensor(12.7458, device='cuda:0')",0.034722222222222224,0.11863425925925926,0.17708333333333334,0.3148148148148148
1.3037090636789799,0.279834051899455,0.4953225412836574,0.5350199300414871,0.6048970959082405,"tensor(20.2193, device='cuda:0')",0.048032407407407406,0.08622685185185185,0.16377314814814814,0.2326388888888889
1.2799478235344093,0.12397299276010738,0.2541283657365981,0.31237289514357763,0.37582363946961683,"tensor(13.4624, device='cuda:0')",0.05092592592592592,0.12789351851851852,0.17592592592592593,0.2465277777777778
1.3630773300925891,0.39746197022695845,0.6475229805580411,0.7055234686406898,0.7461156755877328,"tensor(19.8367, device='cuda:0')",0.0011574074074074073,0.052083333333333336,0.0943287037037037,0.1857638888888889
1.2359177010754745,0.5387618970145611,0.8408850565362401,0.8963637842674693,0.9302041812413568,"tensor(12.1274, device='cuda:0')",0.017361111111111112,0.11516203703703703,0.19328703703703703,0.2800925925925926
